time,open,high,low,close,volume,day
2026-07-28 19:45:00,14338.0,14340.0,14311.0,14329.0,3745.0,2026-07-28
2026-07-28 20:00:00,14329.0,14329.0,14311.0,14325.0,2821.0,2026-07-28
2026-07-28 20:15:00,14320.0,14333.0,14315.0,14321.0,2504.0,2026-07-28
2026-07-28 20:30:00,14321.0,14347.0,14321.0,14345.0,3309.0,2026-07-28
2026-07-28 20:45:00,14345.0,14360.0,14345.0,14351.0,3817.0,2026-07-28
2026-07-28 21:00:00,14352.0,14362.0,14342.0,14362.0,4393.0,2026-07-28
2026-07-28 21:15:00,14360.0,14381.0,14359.0,14379.0,5436.0,2026-07-28
2026-07-28 21:30:00,14379.0,14381.0,14366.0,14369.0,3159.0,2026-07-28
2026-07-28 21:45:00,14369.0,14374.0,14363.0,14364.0,2085.0,2026-07-28
2026-07-28 22:00:00,14364.0,14369.0,14357.0,14362.0,3245.0,2026-07-28
2026-07-28 22:15:00,14362.0,14362.0,14347.0,14347.0,5918.0,2026-07-28
2026-07-28 22:30:00,14348.0,14360.0,14344.0,14345.0,3665.0,2026-07-28
2026-07-28 22:45:00,14347.0,14349.0,14320.0,14330.0,12691.0,2026-07-28
2026-07-28 23:00:00,14330.0,14334.0,14304.0,14315.0,16114.0,2026-07-28
2026-07-28 23:15:00,14315.0,14335.0,14312.0,14328.0,8158.0,2026-07-28
2026-07-29 09:00:00,14359.0,14375.0,14310.0,14333.0,6105.0,2026-07-29
2026-07-29 09:15:00,14333.0,14344.0,14332.0,14333.0,5211.0,2026-07-29
2026-07-29 09:30:00,14333.0,14334.0,14302.0,14308.0,7611.0,2026-07-29
2026-07-29 09:45:00,14308.0,14320.0,14303.0,14312.0,3336.0,2026-07-29
2026-07-29 10:00:00,14312.0,14320.0,14310.0,14315.0,2294.0,2026-07-29
2026-07-29 10:15:00,14315.0,14324.0,14313.0,14324.0,2289.0,2026-07-29
2026-07-29 10:30:00,14324.0,14342.0,14324.0,14340.0,2917.0,2026-07-29
2026-07-29 10:45:00,14340.0,14350.0,14334.0,14350.0,1612.0,2026-07-29
2026-07-29 11:00:00,14350.0,14374.0,14347.0,14372.0,4092.0,2026-07-29
2026-07-29 11:15:00,14370.0,14374.0,14355.0,14355.0,1857.0,2026-07-29
2026-07-29 11:30:00,14355.0,14369.0,14355.0,14367.0,1331.0,2026-07-29
2026-07-29 11:45:00,14367.0,14369.0,14360.0,14368.0,1845.0,2026-07-29
2026-07-29 12:00:00,14368.0,14397.0,14366.0,14378.0,4414.0,2026-07-29
2026-07-29 12:15:00,14378.0,14378.0,14369.0,14371.0,1513.0,2026-07-29
2026-07-29 12:30:00,14371.0,14385.0,14371.0,14379.0,1801.0,2026-07-29
2026-07-29 12:45:00,14379.0,14380.0,14371.0,14379.0,947.0,2026-07-29
2026-07-29 13:00:00,14375.0,14386.0,14367.0,14372.0,3902.0,2026-07-29
2026-07-29 13:15:00,14372.0,14372.0,14355.0,14365.0,3258.0,2026-07-29
2026-07-29 13:30:00,14365.0,14369.0,14350.0,14353.0,2276.0,2026-07-29
2026-07-29 13:45:00,14353.0,14359.0,14341.0,14343.0,1371.0,2026-07-29
2026-07-29 14:00:00,14343.0,14348.0,14340.0,14344.0,1453.0,2026-07-29
2026-07-29 14:15:00,14344.0,14349.0,14342.0,14348.0,696.0,2026-07-29
2026-07-29 14:30:00,14348.0,14350.0,14340.0,14341.0,715.0,2026-07-29
2026-07-29 14:45:00,14341.0,14343.0,14335.0,14336.0,743.0,2026-07-29
2026-07-29 15:00:00,14336.0,14337.0,14324.0,14324.0,3332.0,2026-07-29
2026-07-29 15:15:00,14324.0,14341.0,14324.0,14335.0,1853.0,2026-07-29
2026-07-29 15:30:00,14335.0,14337.0,14326.0,14328.0,2322.0,2026-07-29
2026-07-29 15:45:00,14328.0,14333.0,14323.0,14332.0,2620.0,2026-07-29
2026-07-29 16:00:00,14332.0,14350.0,14325.0,14332.0,5401.0,2026-07-29
2026-07-29 16:15:00,14332.0,14334.0,14323.0,14327.0,2037.0,2026-07-29
2026-07-29 16:30:00,14327.0,14343.0,14322.0,14342.0,1859.0,2026-07-29
2026-07-29 16:45:00,14342.0,14345.0,14337.0,14342.0,1486.0,2026-07-29
2026-07-29 17:00:00,14342.0,14345.0,14334.0,14337.0,741.0,2026-07-29
2026-07-29 17:15:00,14337.0,14342.0,14333.0,14335.0,839.0,2026-07-29
2026-07-29 17:30:00,14335.0,14337.0,14327.0,14329.0,663.0,2026-07-29
2026-07-29 17:45:00,14329.0,14334.0,14310.0,14311.0,4365.0,2026-07-29
2026-07-29 18:00:00,14310.0,14322.0,14301.0,14319.0,4483.0,2026-07-29
2026-07-29 18:15:00,14319.0,14323.0,14310.0,14315.0,2370.0,2026-07-29
2026-07-29 18:30:00,14315.0,14324.0,14282.0,14284.0,9095.0,2026-07-29
2026-07-29 18:45:00,14284.0,14312.0,14280.0,14290.0,4789.0,2026-07-29
2026-07-29 19:00:00,14291.0,14295.0,14281.0,14290.0,3496.0,2026-07-29
2026-07-29 19:15:00,14290.0,14290.0,14261.0,14264.0,5520.0,2026-07-29
2026-07-29 19:30:00,14264.0,14265.0,14250.0,14251.0,5969.0,2026-07-29
2026-07-29 19:45:00,14255.0,14275.0,14250.0,14264.0,4841.0,2026-07-29
2026-07-29 20:00:00,14261.0,14269.0,14249.0,14249.0,3592.0,2026-07-29
2026-07-29 20:15:00,14249.0,14263.0,14245.0,14261.0,2489.0,2026-07-29
2026-07-29 20:30:00,14261.0,14271.0,14260.0,14264.0,2031.0,2026-07-29
2026-07-29 20:45:00,14264.0,14281.0,14256.0,14280.0,4406.0,2026-07-29
2026-07-29 21:00:00,14279.0,14285.0,14264.0,14272.0,4188.0,2026-07-29
2026-07-29 21:15:00,14272.0,14275.0,14251.0,14254.0,4063.0,2026-07-29
2026-07-29 21:30:00,14254.0,14270.0,14253.0,14267.0,2336.0,2026-07-29
2026-07-29 21:45:00,14267.0,14277.0,14255.0,14273.0,4003.0,2026-07-29
2026-07-29 22:00:00,14273.0,14280.0,14269.0,14270.0,2236.0,2026-07-29
2026-07-29 22:15:00,14270.0,14300.0,14270.0,14295.0,9088.0,2026-07-29
2026-07-29 22:30:00,14295.0,14419.0,14295.0,14339.0,22175.0,2026-07-29
2026-07-29 22:45:00,14337.0,14350.0,14320.0,14320.0,6341.0,2026-07-29
2026-07-29 23:00:00,14322.0,14341.0,14320.0,14337.0,5727.0,2026-07-29
2026-07-29 23:15:00,14337.0,14365.0,14337.0,14349.0,8832.0,2026-07-29
2026-07-30 09:00:00,14337.0,14400.0,14337.0,14358.0,7793.0,2026-07-30
2026-07-30 09:15:00,14358.0,14385.0,14358.0,14377.0,5903.0,2026-07-30
2026-07-30 09:30:00,14377.0,14386.0,14362.0,14366.0,2463.0,2026-07-30
2026-07-30 09:45:00,14366.0,14367.0,14350.0,14367.0,3507.0,2026-07-30
2026-07-30 10:00:00,14367.0,14380.0,14350.0,14355.0,2457.0,2026-07-30
2026-07-30 10:15:00,14358.0,14362.0,14350.0,14350.0,1873.0,2026-07-30
2026-07-30 10:30:00,14350.0,14350.0,14340.0,14349.0,1959.0,2026-07-30
2026-07-30 10:45:00,14348.0,14352.0,14330.0,14350.0,2308.0,2026-07-30
2026-07-30 11:00:00,14350.0,14362.0,14310.0,14325.0,3678.0,2026-07-30
2026-07-30 11:15:00,14325.0,14336.0,14320.0,14327.0,2002.0,2026-07-30
2026-07-30 11:30:00,14327.0,14343.0,14322.0,14325.0,1385.0,2026-07-30
2026-07-30 11:45:00,14325.0,14343.0,14323.0,14328.0,1528.0,2026-07-30
2026-07-30 12:00:00,14328.0,14356.0,14328.0,14350.0,1272.0,2026-07-30
2026-07-30 12:15:00,14349.0,14358.0,14346.0,14350.0,1139.0,2026-07-30
2026-07-30 12:30:00,14350.0,14366.0,14350.0,14365.0,2092.0,2026-07-30
2026-07-30 12:45:00,14365.0,14370.0,14355.0,14358.0,2012.0,2026-07-30
2026-07-30 13:00:00,14358.0,14360.0,14336.0,14356.0,1517.0,2026-07-30
2026-07-30 13:15:00,14357.0,14357.0,14343.0,14345.0,562.0,2026-07-30
2026-07-30 13:30:00,14346.0,14377.0,14344.0,14377.0,1800.0,2026-07-30
2026-07-30 13:45:00,14377.0,14398.0,14373.0,14390.0,4174.0,2026-07-30
2026-07-30 14:00:00,14393.0,14416.0,14385.0,14388.0,5017.0,2026-07-30
